NAME,URL,REVIEW,Address,Location,Column1,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url2,WebsiteUrl,Award,FacilitiesAndServices
Dinner by Heston Blumenthal,https://guide.michelin.com/en/greater-london/london/restaurant/dinner-by-heston-blumenthal,"Heston Blumenthal’s culinary quests led him to ‘The Forme of Cury’ – one of England’s oldest recipe books – and it is from this and other historical works that dishes such as ‘rice and flesh’ and ‘frumenty’ (c.1390) come – although the latter’s ‘grilled octopus with spelt, smoked sea broth and pickled dulse’ wouldn’t sound out of place in any 21C restaurant. Obsessed with consistency, the kitchen works with intelligence, efficiency and attention to detail to produce dishes that look deceptively simple but taste sublime.","66 Knightsbridge, London, SW1X 7LA, United Kingdom",London, United Kingdom,££££,Traditional British,-0.1599147,51.5021106,4.42072E+11,https://guide.michelin.com/en/greater-london/london/restaurant/dinner-by-heston-blumenthal,https://www.dinnerbyheston.co.uk/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
A. Wong,https://guide.michelin.com/en/greater-london/london/restaurant/a-wong,"Andrew Wong’s inspiration comes from his travels through the provinces of China and he presents his own unique interpretations of dishes from all its regions. He is also a chef who never stops refining his own creations and these now demonstrate extraordinary sophistication, creativity and depth of flavour. If you want to experience the full repertoire of this talented kitchen, then go for the ‘Taste of China’ menu which takes you on a 3-hour culinary voyage around the country. If you come at lunchtime for the great dim sum you’ll wonder why you ever go anywhere else at midday. 
To get a closer look at how it’s all done, ask for a seat at the kitchen counter, or alternatively start with a drink downstairs in the Forbidden City. Clued up service adds to the overall experience, with dishes explained in full with obvious pride.","70 Wilton Road, London, SW1V 1DE, United Kingdom",London, United Kingdom,££££,Chinese,-0.1406558,51.4930091,4.42078E+11,https://guide.michelin.com/en/greater-london/london/restaurant/a-wong,https://www.awong.co.uk/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
The Clove Club,https://guide.michelin.com/en/greater-london/london/restaurant/the-clove-club,"It's the balance and the variety of the set menu at The Clove Club that really demonstrate how much this restaurant has developed – while you’re enjoying one dish, you’re already looking forward to the next. From Orkney scallops to Cornish lobster and dry-aged Middlewhite pork, the ingredients are of exceptional quality, and chef Isaac McHale and his highly driven kitchen team have all the skills to compose and construct stunning dishes where every element on the plate has a purpose and is given the room to shine. 
The historic Shoreditch Town Hall provides the perfect backdrop, with the open-plan kitchen added a little theatre to proceedings. The service team are equally on point: they’re self-assured yet easy-going, clued-up yet warm-hearted. ","Shoreditch Town Hall, 380 Old Street, London, EC1V 9LT, United Kingdom",London, United Kingdom,££££,Creative,-0.0793371,51.5271054,4.42077E+11,https://guide.michelin.com/en/greater-london/london/restaurant/the-clove-club,https://www.thecloveclub.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Kitchen Table,https://guide.michelin.com/en/greater-london/london/restaurant/kitchen-table-at-bubbledogs,"Start with a drink in the bar before taking your place at the horseshoe-shaped counter, where your attention will be drawn to the blackboard and the various comments and drawings left by both chefs and guests. With seating for just 19, the atmosphere is very convivial, and chef-owner James Knappett and his knowledgeable team interact with their customers over the counter, offering comprehensive explanations of each dish.
The multi-course menu is a surprise, with a copy presented to diners at the end of the meal. The produce is some of the best you can find and the well-presented, harmoniously balanced small plates come with a clever creative edge, without being overly complicated. Service is well-choreographed – and it’s worth plumping for the suggested wine pairings.","70 Charlotte Street, London, W1T 4QG, United Kingdom",London, United Kingdom,££££,Modern Cuisine,-0.13647,51.5203616,4.42076E+11,https://guide.michelin.com/en/greater-london/london/restaurant/kitchen-table-at-bubbledogs,https://kitchentablelondon.co.uk/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
Claude Bosi at Bibendum,https://guide.michelin.com/en/greater-london/london/restaurant/claude-bosi-at-bibendum,"Bibendum sits on the first floor of the historic art deco building which was built as Michelin’s London HQ in 1911, and its handsome interior cannot fail to impress. The iconic stained-glass windows allow light to flood in – a fact best appreciated at lunch when the Michelin Man can be seen in all his glory; in fact, his presence is everywhere, from the butter dish to the salt and pepper pots. 
Claude Bosi’s cooking shows a man proud of his French heritage and confident of his abilities. His dishes are poised and well-balanced with bold, assured flavours. Choose between the à la carte and two tasting menus: ‘Our Classics’ includes the likes of ‘turbot à la Grenobloise’, while ‘Tastes of the Season’ offers bolder, more creative combinations. If you spot soufflé on any menu, get excited, particularly if it’s of the chocolate variety.","Michelin House, 81 Fulham Road, London, SW3 6RD, United Kingdom",London, United Kingdom,££££,French,-0.1688013,51.4933623,4.42076E+11,https://guide.michelin.com/en/greater-london/london/restaurant/claude-bosi-at-bibendum,https://claudebosi.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Brat,https://guide.michelin.com/en/greater-london/london/restaurant/brat,"Flames from the stove and grill are the first thing you notice when you walk into this restaurant on the first floor of a pub – and your tastebuds will almost immediately start getting overexcited.
Brat takes its inspiration from the cooking styles found in the Basque country, which means that cooking over fire is the focal point in every way. 
The restaurant’s name is the Old English word for turbot and this is the house speciality, designed for sharing: it’s grilled whole in a handmade basket over lump wood charcoal and the sauce is made from the released collagen and gelatine. Even the starters, like smoked cod’s roe, are robust in flavour and tell you that you won’t be needing to eat again for a while after this.The service team are on the ball and fully conversant with the menu and wine list.","4 Redchurch Street, London, E1 6JL, United Kingdom",London, United Kingdom,£££,Traditional British,-0.0769561,51.5242457,,https://guide.michelin.com/en/greater-london/london/restaurant/brat,https://bratrestaurant.co.uk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Seven Park Place,https://guide.michelin.com/en/greater-london/london/restaurant/seven-park-place,"Having been extended and enlarged, Seven Park Place may no longer be the tiny jewel box it once was, but it can still provide a discreet and intimate dining experience for those wanting a little peace and tranquillity when it comes to dining out. One bonus is that you no longer have to breathe in to sidle past the bar stools to reach it as it now has a more welcoming entrance within St James’s Hotel and Club. 
What hasn’t changed is the reassuring presence of William Drabble in the kitchen – and it’s a rare night he’s not here at the stove. He’s a classically-trained chef who instinctively knows what goes with what, so instead of trying to reinvent the wheel he concentrates on sourcing the best British ingredients in season and then gives them the space to allow their natural flavours to shine.","7-8 Park Place, London, SW1A 1LS, United Kingdom",London, United Kingdom,££££,Modern Cuisine,-0.1402288,51.5061901,4.42073E+11,https://guide.michelin.com/en/greater-london/london/restaurant/seven-park-place,https://www.stjameshotelandclub.com/en,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
Muse,https://guide.michelin.com/en/greater-london/london/restaurant/muse-1188132,"2020 saw chef Tom Aikens re-enter the fray with the opening of Muse. It’s in a delightful Georgian townhouse in a charming Belgravia mews – which partly explains the name.  ‘Muse’ can also refer here to the inspiration behind the cooking, which includes Tom’s parents, his childhood and key moments from his professional career. The Tasting Menus read like a culinary journey of reminiscences, where each well-judged and sophisticated dish relates to something memorable from the past, whether that was climbing a tree or enjoying the last barbecue of summer.  
It’s split over two floors, with a cocktail bar on the ground floor and a staircase up to the cosy first floor dining room which has a few tables and a counter in front of the open kitchen. With seating for just 25 customers, there’s an intimate, almost communal feel to events.","38 Groom Place, London, SW1X 7BA, United Kingdom",London, United Kingdom,££££,"Creative, Contemporary",-0.1509184,51.4994673,4.42033E+11,https://guide.michelin.com/en/greater-london/london/restaurant/muse-1188132,https://www.musebytomaikens.co.uk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
The Ninth,https://guide.michelin.com/en/greater-london/london/restaurant/the-ninth,"CURRENTLY CLOSED FOR REFURBISHMENT FOLLOWING A FIRE

US-born, UK-raised chef Jun Tanaka’s career began in the early ’90s and this – the ninth restaurant in which he has worked – is also the first he has owned. Although situated on foodie Charlotte Street, it’s very much a neighbourhood spot, and both the lively downstairs with its counter for walk-ins and the more intimate first floor have a great feel to them. Good quality, seasonal ingredients are used in carefully prepared French dishes which come with plenty of flavour and a Mediterranean twist; these are designed for sharing but it’s not compulsory!","22 Charlotte Street, London, W1T 2NB, United Kingdom",London, United Kingdom,£££,Mediterranean Cuisine,-0.1349237,51.5188446,4.4203E+11,https://guide.michelin.com/en/greater-london/london/restaurant/the-ninth,https://www.theninthlondon.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card"
Chez Bruce,https://guide.michelin.com/en/greater-london/london/restaurant/chez-bruce,"Restaurants offering a standard of cooking this high for over 20 years are few and far between and the numerous regulars of this smart, friendly neighbourhood spot are a testament to its perennial popularity. Bruce Poole’s long-standing Head Chef, Matt Christmas, sticks to a tried-and-tested formula: the menu is reasonably priced, and the carefully prepared seasonal dishes rely on the quality of their produce, allowing the main ingredient to shine. The base is largely classical French but with British and Mediterranean influences – this is a kitchen where things are done the traditional way. 
The wine list is well chosen and features some well-priced rare wines, with an interesting selection by the glass. Regulars appreciate the corkage option, which allows them to bring a wine from their own cellar to accompany their favourite dishes.","2 Bellevue Road, London, SW17 7EG, United Kingdom",London, United Kingdom,£££,French,-0.1653296,51.4464026,4.42087E+11,https://guide.michelin.com/en/greater-london/london/restaurant/chez-bruce,https://www.chezbruce.co.uk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Trivet,https://guide.michelin.com/en/greater-london/london/restaurant/trivet,"The two owners of Trivet – both alumni of The Fat Duck – have pooled their extensive experience to create a restaurant that seems to just get everything right. 
Jonny Lake and his team in the open kitchen focus on producing fuss-free dishes using prime ingredients expertly prepared. The combinations of ingredients are perfectly balanced, flavours are assured and the execution is faultless. It’s a pleasure eating food of such clarity and confidence.  
The very personable Isa Bal deals with the wine and is equally hands-on in the restaurant. His wine list is thoughtfully curated and includes hitherto unexplored regions. The service team are confident but also very charming and really help make dining here such a pleasure.","36 Snowsfields, London, SE1 3SU, United Kingdom",London, United Kingdom,£££,Modern Cuisine,-0.084674,51.502205,4.42031E+11,https://guide.michelin.com/en/greater-london/london/restaurant/trivet,https://trivetrestaurant.co.uk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Particularly interesting wine list,Terrace,Visa credit card"
Club Gascon,https://guide.michelin.com/en/greater-london/london/restaurant/club-gascon,"Those living in Gascony enjoy a diet with the highest fat content in France, yet they tend to live longer than their compatriots. This ‘Gascon Paradox’ is surely reason enough to explore further this most indulgent of cuisines at this intimate, traditionally furnished restaurant where long-standing chef-owner Pascal Aussignac’s menus serve as an ode to the hearty produce of South West France.
There’s a seven course seasonal tasting menu as well as a vegetarian tasting menu – and a shorter five course menu is also available on weekday evenings. Eye-catching, elaborately presented dishes are ambitious and creative, with interesting flavour combinations and a modern edge. Staff are engaging, attentive and knowledgeable; ask them about the wine and tea pairings.","57 West Smithfield, London, EC1A 9DS, United Kingdom",London, United Kingdom,££££,French,-0.100421,51.5185583,4.42076E+11,https://guide.michelin.com/en/greater-london/london/restaurant/club-gascon,https://www.clubgascon.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Harwood Arms,https://guide.michelin.com/en/greater-london/london/restaurant/harwood-arms,"The Harwood Arms is a pub at heart, so bar snacks are a must: munch on homemade crisps or a venison Scotch egg while you peruse the menu with a pint. The cooking at this pub may be highly accomplished, but it still does what pub food does best: leaves you feeling eminently satisfied. 
The menu is British to the core and the owners supply much of the deer and game, while their roof garden supplies tomatoes, radishes and strawberries. Menus evolve throughout the year and the produce used is at its peak: this in turn allows the kitchen to keep things simple and allow the main ingredient to shine. Well-balanced dishes burst with flavour and often feature retro or playful elements. The wine list is a labour of love, with an extensive choice from around the globe, and service is structured but pleasingly relaxed.","Walham Grove, London, SW6 1QP, United Kingdom",London, United Kingdom,£££,Modern British,-0.1964558,51.4828975,4.42074E+11,https://guide.michelin.com/en/greater-london/london/restaurant/harwood-arms,https://harwoodarms.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Kitchen W8,https://guide.michelin.com/en/greater-london/london/restaurant/kitchen-w8,"Kitchen W8 is a joint venture between experienced restaurateurs Rebecca Mascarenhas and Philip Howard and their influence is clear to see. It’s the sort of restaurant every neighbourhood should have because it succeeds on so many levels. Whether you’re here for a special occasion or a quick bite for lunch, the staff will get the tone of the service just right and the food will be meticulously prepared yet easy to eat.
Head Chef Mark Kempson puts as much care into the great value lunch and early evening menu as he does the main à la carte. His confident cooking delivers great flavours and subtle degrees of originality so that the dishes have personality and depth. The restaurant may not be quite as informal as the name suggests but it is certainly free of pomp or pomposity. ","11-13 Abingdon Road, London, W8 6AH, United Kingdom",London, United Kingdom,£££,Modern Cuisine,-0.1969096,51.4990858,4.42079E+11,https://guide.michelin.com/en/greater-london/london/restaurant/kitchen-w8,https://www.kitchenw8.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Benares,https://guide.michelin.com/en/greater-london/london/restaurant/benares,"A strong team of chefs, many of whom had previously worked here, were reassembled in 2020 to reenergise the kitchen and this they have achieved because the cooking now shows confidence, freshness and vitality. The star ingredient of each dish is of exemplary quality, whether that’s Scottish scallops or Kentish lamb, and the kitchen cleverly balances modern techniques with recognisable flavours and spicing. 
Once you’ve rocked the red carpet on the pavement outside, you’re greeted at the foot of the stairs before being escorted up past the flower-filled pool and busy bar into the cleverly textured restaurant – you won’t even notice the lack of windows. The private dining rooms and large bar lounge make it popular with the corporate market, but this is also somewhere to come for an intimate evening.","12a Berkeley Square, London, W1J 6BS, United Kingdom",London, United Kingdom,£££,Indian,-0.1450274,51.5097876,4.42076E+11,https://guide.michelin.com/en/greater-london/london/restaurant/benares,https://www.benaresrestaurant.com,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
Gymkhana,https://guide.michelin.com/en/greater-london/london/restaurant/gymkhana,"It might be in the heart of Mayfair, but Gymkhana takes its inspiration from the clubs of Colonial India. The ground floor with its booths is perfect for lunch; for dinner, head down the mirrored staircase to the intimate basement with its vivid red colour scheme and wood panelling. Sophisticated, Northern Indian influenced menus offer a wide choice – from beautifully spiced kebabs and tikkas to a feather-light biryani with a flaky pastry dome, you’ll find a delicious contrast of textures and flavours. Service is knowledgeable. Don't overlook the side dishes, which are a highlight.","42 Albemarle Street, London, W1S 4JH, United Kingdom",London, United Kingdom,££££,Indian,-0.141547,51.5085431,4.4203E+11,https://guide.michelin.com/en/greater-london/london/restaurant/gymkhana,https://gymkhanalondon.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
Wild Honey St James,https://guide.michelin.com/en/greater-london/london/restaurant/wild-honey-st-james,"Ever since his days at the much-mourned Arbutus, Anthony Demetre’s cooking has been defined by a refreshing lack of pomposity and showmanship. For him, it’s all about the flavours, not the frippery – so while his dishes might look quite simple on the plate, they really deliver in taste and thus reveal his considerable skills. His European menu is hugely appealing, as he regularly brings in new dishes to complement his specialities like crisp chicken with hand-cut macaroni, and his wonderful custard tart. 
This brasserie de-luxe may be part of the Sofitel London St James hotel but feels a wholly separate, stand-alone entity, especially as it has its own entrance on Pall Mall. It occupies a Grade II listed former banking hall and so boasts a certain grandeur without being overly formal.","8 Pall Mall, London, SW1Y 5NG, United Kingdom",London, United Kingdom,££,Modern British,-0.1321455,51.5074542,4.42074E+11,https://guide.michelin.com/en/greater-london/london/restaurant/wild-honey-st-james,https://www.wildhoneystjames.co.uk/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Kol,https://guide.michelin.com/en/greater-london/london/restaurant/kol,"‘Mexican soul, British ingredients’ is the tagline of this big, bold restaurant, and it proves a unique and exhilarating combination. The inventive, talented kitchen team takes recipes rooted in tradition from various regions of Mexico to which they add their own creativity, while using top drawer produce from around the British Isles. This results in a varied and imaginative set menu of colourful, vibrant dishes that have you gripped from the first bite to the last. Tostadas, whether with chalk stream trout or salt-baked beetroot, are a highlight, as are the generous, family-style dishes like succulent pulpo or melt-in-the-mouth pork cheeks. 
The open central kitchen really adds to the energy of the room, while the downstairs Mezcaleria offers a range of Mexican spirits to those who don’t want the night to end.","9 Seymour Street, London, W1H 7BA, United Kingdom",London, United Kingdom,££££,Mexican,-0.162784,51.5139088,4.42038E+11,https://guide.michelin.com/en/greater-london/london/restaurant/kol,https://kolrestaurant.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus"
