INDEX,NAME,URL,REVIEW,Address,Location,Column1,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url2,WebsiteUrl,Award,FacilitiesAndServices
462,La Scène,https://guide.michelin.com/en/ile-de-france/paris/restaurant/la-scene,"Stéphanie Le Quellec, who has made a resounding comeback in Avenue Matignon (8th arrondissement) has professed her aim to ""deconsecrate great cuisine"". Finally with a place to call her own, she is committed heart and soul to this project. She cooks up a storm in three set menus composed of three, four or seven ""acts"". The dishes may appear simple but every last detail has been carefully considered (caviar, French toast, Pompadour apples) and the flavours come through loud and clear. She reprises some of her signature dishes, and we revel in pastry chef Pierre Chirac's top-notch desserts that are bursting with flavour, as in his Tahitian vanilla crème brûlée and Madagascan vanilla ice cream. There is a fine choice of wines by the glass served in magnum and even jeroboam... And it all comes together thanks to a team that runs like a well-oiled machine, from the kitchen to the front-of-house staff, to the attentive and friendly service. At lunchtime, you can eat in the bistro, where a tempting gourmet menu based on seasonal ingredients is served.","32 avenue Matignon, Paris, 75008, France",Paris, France,€€€€,Modern Cuisine,2.3143813,48.8720257,33142650561,https://guide.michelin.com/en/ile-de-france/paris/restaurant/la-scene,https://www.la-scene.paris/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
463,Palais Royal Restaurant,https://guide.michelin.com/en/ile-de-france/paris/restaurant/restaurant-du-palais-royal,"This elegant restaurant boasts an idyllic setting in the gardens of the Palais Royal, a stone's throw from the Ministry for Culture. Greek chef Philip Chronopoulos officiates, after working at Joël Robuchon's Atelier (its Étoile location) and with Alain Passard. Using superb ingredients, he cooks up creative and striking cuisine, designing invigorating and remarkably mature recipes: fine mezze as an amuse-bouche, green bean salad with caviar and Isigny cream; or the fig, vanilla and elderflower millefeuille – a simply remarkable dessert. In summer, the terrace under the arcades offers you a setting of a standard to match your meal. ""Royal"" is indeed the word.","110 Galerie de Valois, Paris, 75001, France",Paris, France,€€€€,"Creative, Modern Cuisine",2.3390068,48.865799,33140200027,https://guide.michelin.com/en/ile-de-france/paris/restaurant/restaurant-du-palais-royal,https://palaisroyalrestaurant.com/,2 MICHELIN Stars,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Valet parking,Visa credit card,Wheelchair access"
464,Le Clarence,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-clarence,"Christophe Pelé has taken over this sumptuous 1884 private mansion with characteristic enthusiasm and ability. It is located near the Champs-Élysées, a district the chef knows well, having worked at Ledoyen, Lasserre, Pierre Gagnaire, and Le Bristol. He has certainly found his feet in the kitchen. A true artist when it comes to combining produce from land and sea, he serves up highly personal cuisine with bold and distinct flavours – it never fails to deliver on what it promises. The ""surprise"" tasting menu, with its concept of ""satellite"" additions to the main dish, works well. The wine list is enough to make your head spin (ask to visit the beautiful vaulted cellar that houses the grands crus). A memorable experience.","31 avenue Franklin-D.-Roosevelt, Paris, 75008, France",Paris, France,€€€€,Modern Cuisine,2.3098922,48.8675042,33182821010,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-clarence,https://www.le-clarence.paris/la-table/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
465,Restaurant Le Meurice Alain Ducasse,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-meurice-alain-ducasse,"Take an iconic luxury hotel opposite the Jardin des Tuileries and an incredibly gifted chef, Alain Ducasse, then add a sprinkling of luxury à la Versailles (white ceiling adorned with gilding, crystal chandeliers) and – voilà! – you get Le Meurice. This place has not failed to catch the imagination of wealthy foreign patrons, who come to soak up that certain Parisian je ne sais quoi. The Ducasse brand is cultivated by Amaury Bouhours, a loyal follower, with tasting menus comprised of small portions that pay homage to French tradition and the chef's creativity. The talented and media-savvy Cédric Grolet composes trompe-l'oeil desserts, images of which do the rounds on social networks.","Le Meurice, 228 rue de Rivoli, Paris, 75001, France",Paris, France,€€€€,Creative,2.3278399,48.86525,33144581055,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-meurice-alain-ducasse,https://www.alainducasse-meurice.com/fr,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card"
466,Le Gabriel - La Réserve Paris,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-gabriel476630,"Just off the Champs-Élysées, this restaurant is ensconced in the elegant, luxurious setting of La Réserve, a stunning 19C Haussmann edifice. No stranger to top Parisian establishments (Bernard Pacaud, Alain Senderens), Jérôme Banctel has taken advantage of recent events to change course entirely. This Breton now invites his guests to partake in set menus (no choice) on a journey that revisits the flavours of Brittany and beyond, as inspired by his extensive travels, notably to Turkey. This reclaimed freedom unveils the chef’s genuine culinary identity, as he balances acidity, spices and seafood with the talent of a cosmopolitan alchemist. He prepares his dishes with superb ingredients (some of which you may never even have heard of, let alone tasted), never straying from his solid classical foundations. His lobster on a binchotan BBQ, almond pralines, peaches in verbena or his hake with morels in razor clam jus and green peas are truly out of this world.","La Réserve Paris, 42 avenue Gabriel, Paris, 75008, France",Paris, France,€€€€,Creative,2.3132078,48.8697309,33158366050,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-gabriel476630,https://www.lareserve-paris.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Brunch,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
467,Le Taillevent,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-taillevent,"A legendary Parisian establishment if ever there was one, Le Taillevent is the epitome of French classicism (a property of the Gardinier family, which also owns Les Crayères in Reims). This venerable setting, once the private mansion of the Duke of Morny (19C), is a hushed and intimate space, suitable for business meals. Dishes include saddle of lamb with green olives and chanterelles in pastry, or ""Taillevent tradition"" scampi black pudding. The desserts do not disappoint, especially the crêpes Suzette, flambéed first with Grand Marnier and then with Cognac – a classic. Finally, we must extol the superb list of 2 800 wines with a range of prices to suit all pockets – from under 40€ to 16 000€ per bottle. A reference point in the world of gastronomy.","15 rue Lamennais, Paris, 75008, France",Paris, France,€€€€,Classic Cuisine,2.3024829,48.874195,33144951501,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-taillevent,https://letaillevent.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
468,David Toutain,https://guide.michelin.com/en/ile-de-france/paris/restaurant/david-toutain,"David Toutain, who made a name for himself at a series of renowned establishments (Arpège, Agapé Substance), has brought a melting pot of culinary trends to this quiet street in a neighbourhood of government buildings. In a modern, loft-style space, he serves contemporary flavours in the form of an ambitious cuisine d'auteur: a light touch, a penchant for vegetables, and a refined aesthetic sensibility. You can sense the fire in the chef's belly and the wisdom that comes with that age when an inner balance allows one to get to grips with (and channel!) one's creativity.","29 rue Surcouf, Paris, 75007, France",Paris, France,€€€€,"Creative, Modern Cuisine",2.3097038,48.8602663,33145501110,https://guide.michelin.com/en/ile-de-france/paris/restaurant/david-toutain,https://www.davidtoutain.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
469,L'Abysse au Pavillon Ledoyen,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-abysse-au-pavillon-ledoyen,"A Japanese sushi master, outstanding quality ingredients (ikejime fish from the Atlantic) and the creative touch of Yannick Alléno… an enticing prospect. The pared-back restaurant room features work by contemporary artists – the installation made up of thousands of wooden chopsticks is by Japanese artist Tadashi Kawamata and the ceramic walls were designed by the American William Coggin. Add to this the tip-top service typical of a high-calibre establishment, a sumptuous wine list full of sought-after sakes and 12 seats at the pale wood counter, where you are right in the middle of the action. Sensational!","8 avenue Dutuit, Paris, 75008, France",Paris, France,€€€€,"Japanese, Creative",2.3164988,48.8662069,33153051030,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-abysse-au-pavillon-ledoyen,https://www.yannick-alleno.com/fr/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Particularly interesting wine list,Valet parking,Visa credit card"
471,Maison Rostang,https://guide.michelin.com/en/ile-de-france/paris/restaurant/maison-rostang,"Chef Nicolas Beaumann enthusiastically perpetuates the tradition of delicious food that has always been synonymous with this emblematic establishment. His menu features a combination of ""Rostang classics"" and more personal dishes. Diners can still enjoy the oven-baked pike-perch quenelle, but also lobster glazed on the barbecue, or pressed duckling prepared in time-honoured tradition in the restaurant room with a silver press. The decor, at once luxurious and unusual, works its magic on newcomers and regulars alike: Art Nouveau Room, Lalique Room, Chef's Room with a window into the kitchen, artwork collection.","20 rue Rennequin, Paris, 75017, France",Paris, France,€€€€,Classic Cuisine,2.2985338,48.8813365,33147634077,https://guide.michelin.com/en/ile-de-france/paris/restaurant/maison-rostang,https://www.maisonrostang.com/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card"
474,Table - Bruno Verjus,https://guide.michelin.com/en/ile-de-france/paris/restaurant/table-bruno-verjus,"Bruno Verjus has a credo: select the finest ingredients and cook them with humility and the utmost respect. The ""self-taught chef"", as he calls himself, is a remarkable character: an entrepreneur, blogger, food critic and now even an author. In his open kitchen facing the customers, he is a charismatic orator, talking about his suppliers and his desire to take a back seat to the artisans who produce what he cooks – on that note, when it comes to either the recipes or the ingredients, the chef considers himself above all a ""middle man"". Everything is made to order, with garnishes and sauces designed with just one thing in mind: to elevate the ingredient without distorting it. The deliberately short menu presents atypical compositions (some with equally unusual names): homard à croquer presque vivant sur son rocher (""lobster so fresh it's practically alive on its rock""); red mullet Rossini (and its succulent sauce); pink praline tart made according to Henry Cornil's recipe for Alain Chapel.","3 rue de Prague, Paris, 75012, France",Paris, France,€€€€,Modern Cuisine,2.3759654,48.8486151,33143431226,https://guide.michelin.com/en/ile-de-france/paris/restaurant/table-bruno-verjus,https://table.paris/,2 MICHELIN Stars,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card"
477,Le Grand Restaurant - Jean-François Piège,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-grand-restaurant-jean-francois-piege,"Welcome to Jean-François Piège's ""laboratory of great cuisine"", a tiny dining area beneath a sculptural ceiling made up of panes of glass that catch and reflect the light. The chef gives full expression to the scope and breadth of his experience and know-how, executing timeless signature cuisine that finds its source in historical cookbooks of French gastronomy (the chef is said to own one of the finest cookery libraries of Paris). There is no carte but a tasting menu that tours the regions of France and revolves around Piège’s ""mijotés modernes"". This consummate chef demonstrates his creative talent and ability to provoke culinary emotion and taste without falling foul of the temptation to needlessly showcase his skills … He thus surprises us with a dish that is the epitome of simplicity, such as his succulent langoustine, seared on a Parisian paving stone and flanked by delicate seaweed and a buckwheat sabayon.","7 rue d'Aguesseau, Paris, 75008, France",Paris, France,€€€€,Creative,2.3193146,48.8701983,33153050000,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-grand-restaurant-jean-francois-piege,https://jeanfrançoispiege.com/le-grand-restaurant,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
480,L'Oiseau Blanc,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-oiseau-blanc,"This is the ""contemporary French fine dining"" restaurant at The Peninsula, a luxury hotel located near the Arc de Triomphe. It is named after the plane in which Nungesser and Coli attempted the first North Atlantic crossing in 1927, and a life-size replica of the plane is affixed to the top of the hotel, as if poised to take to the skies before your very eyes. A fine tribute to the two aviation pioneers, as well as to the sky over Paris! Perched above the rooftops and encased in glass, the restaurant feels like it is in flight over the capital, while the terrace offers a fantastic view of the Eiffel Tower and the Sacré Cœur. A perfect setting in which to sample the fine cuisine of chef David Bizet, which hits the nail on the head in all respects: cooking, jus and sauces, visuals. As for the desserts, pastry chef Anne Coruble treats our taste buds to the fruits of her talents. A great success.","19 avenue Kléber, Paris, 75116, France",Paris, France,€€€€,Modern Cuisine,2.29328,48.87099,33158126730,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-oiseau-blanc,https://www.peninsula.com/fr/paris/hotel-fine-dining/french-rooftop-loiseau-blanc,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Visa credit card,Wheelchair access"
507,Sur Mesure par Thierry Marx,https://guide.michelin.com/en/ile-de-france/paris/restaurant/sur-mesure-par-thierry-marx,"So much has been said about Thierry Marx: a great traveller, savvy alchemist, fan of tai chi, and head of the kitchens of the Mandarin Oriental – the luxury ""haute couture"" Parisian hotel that tailor-made this restaurant for his extravagant culinary creations. Step into this new world – immaculately white and distinctly cinematic, it is like something out of A Clockwork Orange or Gattaca. Everything bears the chef's signature style, not least his unique set menus, a succession of dishes with astonishing flavours. He brings his precise technical skill to bear on the ingredients, cleverly dabbling with transparency, flavours and textures. Soya ""risotto"" with oysters and chanterelles; trompe-l'oeil egg mimosa; line-caught pollack, plant-based oyster shell, pesto… What an experience.","Mandarin Oriental, 251 rue Saint-Honoré, Paris, 75001, France",Paris, France,€€€€,Creative,2.3269216,48.8671459,33170987125,https://guide.michelin.com/en/ile-de-france/paris/restaurant/sur-mesure-par-thierry-marx,http://www.mandarinoriental.fr/paris/fine-dining/sur-mesure-par-thierry-marx/,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access"
526,Marsan par Hélène Darroze,https://guide.michelin.com/en/ile-de-france/paris/restaurant/marsan-par-helene-darroze,"Hélène Darroze reopened the doors of her restaurant on rue d'Assas in 2019 to reveal a completely new look in a cosy and elegant vein that suits this highly talented chef down to the ground. Needless to say, that special something that sets apart this descendant of a family of cooks from South-West France is still present in the dishes. Namely, the ability to scour these local regions (Aquitaine, Landes, Basque Country) for the raw materials she needs to nourish her culinary intentions, and the ability to highlight them in a given dish, for example, the splendid monkfish from small-scale fishing. Her rigour, insatiable curiosity and game-changing mixture of talent and intuition are also brought to bear on the dishes. An undeniable success.","4 rue d'Assas, Paris, 75006, France",Paris, France,€€€€,Modern Cuisine,2.3278298,48.85008,33142220011,https://guide.michelin.com/en/ile-de-france/paris/restaurant/marsan-par-helene-darroze,http://www.helenedarroze.com,2 MICHELIN Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
2360,Jean Imbert au Plaza Athénée,https://guide.michelin.com/en/ile-de-france/paris/restaurant/jean-imbert-au-plaza-athenee,"Often a pioneer over the course of its glorious history, the legendary luxury hotel on Avenue Montaigne always seems to have something new up its sleeve. By entrusting the reins of its iconic restaurant to media darling Jean Imbert, Plaza Athénée unleashed a tornado on the Parisian restaurant scene. The ""chef to the stars"" with the mischievous smile takes us where we least expected: supported by a crack team, he sets about irresistibly reworking the French classics with generosity (lobster and spiny lobster ""en Bellevue"", veal Orloff, beef Richelieu, farandole of desserts enthusiastically presented by a duo of pastry chefs). The decor has also been revamped in a classic and chic vein that has restored the brilliance of the gold of the Regency Salon. Seated at the majestic central marble table d'hôte, how can you not fall under its spell?","25 avenue Montaigne, Paris, 75008, France",Paris, France,€€€€,Classic Cuisine,2.3042735,48.8661718,33153676500,https://guide.michelin.com/en/ile-de-france/paris/restaurant/jean-imbert-au-plaza-athenee,https://www.dorchestercollection.com/fr/paris/hotel-plaza-athenee/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
